#node	identifier	domain_summary_url	annotation	other_names_and_aliases
MTG2	9606.ENSP00000359859	Mitochondrial ribosome-associated GTPase 2; Plays a role in the regulation of the mitochondrial ribosome assembly and of translational activity. Displays GTPase activity. Involved in the ribosome maturation process.	https://smart.embl.de/smart/DDvec.cgi?smart=406:Pfam_GTP1_OBG(73|223)+Pfam_FeoB_N(225|385)+	26164,3.6.5.-,A6NDR3,AAH36716.1,AK001603,AK299147,AK299189,AK316027,AK316325,AL078633,AL117498,B4DR85,B4DRC1,BAA91783.1,BAG61197.1,BAG61233.1,BAH14398.1,BAH14696.1,BC007885,BC036716,CAB55963.1,CCDS13492,CCDS13492.1,CH471077,EAW75386.1,EC 3.6.5.-,ENSG00000101181,ENSP00000217152,ENSP00000324789,ENSP00000325608,ENSP00000326185,ENSP00000336760,ENSP00000359851,ENSP00000359859,ENSP00000359865,ENSP00000392267,ENSP00000414693,ENSP00000435214,ENSP00000445056,ENST00000217152,ENST00000321230,ENST00000321263,ENST00000321279,ENST00000336159,ENST00000370815,ENST00000370823,ENST00000370823.7,ENST00000370829,ENST00000436421,ENST00000448254,ENST00000448254.1,ENST00000461411,ENST00000461411.1,ENST00000466099,ENST00000466099.1,ENST00000466933,ENST00000466933.1,ENST00000467101,ENST00000467101.5,ENST00000471352,ENST00000471352.5,ENST00000471962,ENST00000471962.1,ENST00000472005,ENST00000472005.5,ENST00000488748,ENST00000488748.1,ENST00000536470,FLJ10741,GTP binding protein 5 (putative),GTP-binding protein 5,GTP-binding protein 5 (putative),GTPBP5,GTPase,HGNC:16239,HPA047379,MTG2,MTG2-201,MTG2-202,MTG2-203,MTG2-204,MTG2-205,MTG2-206,MTG2-207,MTG2-208,MTG2-209,MTG2-210,MTG2_HUMAN,Mitochondrial ribosome associated GTPase 2,Mitochondrial ribosome-associated GTPase 2,NM_015666,NM_015666.3,NP_056481,NP_056481.1,NX_Q9H4K7,OBGH1,OMIM:610919,OTTHUMG00000032897,ObgH1,Protein obg homolog 1,Q5JXJ0,Q96I17,Q9H4K7,Q9NVG9,Q9UFR4,UPI000006EF41,UPI0000470A13,UPI0000470A14,URS00008B3DB1,URS00008B8DB4,URS0000EB093B,URS0000EB55AB,URS0000EB89D4,XM_005260393,XM_005260393.1,XM_006723774,XM_006723774.3,XM_011528776,XM_011528776.1,XM_017027805,XM_017027805.1,XM_017027806,XM_017027806.1,XM_017027807,XM_017027807.1,XM_017027808,XM_017027808.1,XM_024451869,XM_024451869.1,XM_024451870,XM_024451870.1,XP_005260450,XP_005260450.1,XP_006723837,XP_006723837.1,XP_011527078,XP_011527078.1,XP_016883294,XP_016883294.1,XP_016883295,XP_016883295.1,XP_016883296,XP_016883296.1,XP_016883297,XP_016883297.1,XP_024307637,XP_024307637.1,XP_024307638,XP_024307638.1,dJ1005F21.2,hsa:26164,mitochondrial ribosome associated GTPase 2,mitochondrial ribosome-associated GTPase 2,uc002yce.5
MTO1	9606.ENSP00000402038	Protein MTO1 homolog, mitochondrial; Involved in the 5-carboxymethylaminomethyl modification (mnm(5)s(2)U34) of the wobble uridine base in mitochondrial tRNAs. Belongs to the MnmG family.	https://smart.embl.de/smart/DDvec.cgi?smart=732:Pfam_FAD_oxidored(38|194)+GIDA_assoc_3(626|699)+	25821,AAD27712.1,AAG42814.3,AAH05808.2,AAH11051.2,AAL35894.1,AAL82394.1,AAL82395.1,AAL85490.1,AAL85491.1,AF132937,AF319422,AF442963,AF469110,AF469111,AK074625,AK225828,AL603910,AL833823,AY078985,AY078986,B3KQB5,BAG51977.1,BC005808,BC011051,CAD38685.1,CCDS34485,CCDS34485.1,CCDS47452,CCDS47452.1,CCDS4979,CCDS4979.1,CGI-02,CH471051,E5RFF7,E7EWI1,E7EWX0,E9PHR8,EAW48762.1,ENSG00000135297,ENSP00000275022,ENSP00000287064,ENSP00000322398,ENSP00000322472,ENSP00000322654,ENSP00000344657,ENSP00000350506,ENSP00000359323,ENSP00000359328,ENSP00000359331,ENSP00000396529,ENSP00000402038,ENSP00000407580,ENSP00000416397,ENSP00000419561,ENSP00000428302,ENSP00000428863,ENSP00000428903,ENSP00000429595,ENSP00000430660,ENST00000275022,ENST00000287064,ENST00000323606,ENST00000323621,ENST00000323636,ENST00000348219,ENST00000349300,ENST00000357845,ENST00000370300,ENST00000370300.8,ENST00000370305,ENST00000370305.5,ENST00000370308,ENST00000370308.8,ENST00000415228,ENST00000415228.5,ENST00000415954,ENST00000415954.6,ENST00000442897,ENST00000442897.6,ENST00000445187,ENST00000445187.5,ENST00000462039,ENST00000462039.5,ENST00000466977,ENST00000466977.1,ENST00000485082,ENST00000485082.1,ENST00000487960,ENST00000487960.1,ENST00000498286,ENST00000498286.5,ENST00000518210,ENST00000518210.5,ENST00000520366,ENST00000520366.1,ENST00000521032,ENST00000521032.5,ENST00000521156,ENST00000521156.5,ENST00000522205,ENST00000522205.5,ENST00000523763,ENST00000523763.1,ENST00000524046,ENST00000524046.1,H0YB81,H0YBI9,H0YC00,H7C2S9,HGNC:19261,HPA030230,HPA030232,KF458202,MTO1,MTO1-201,MTO1-202,MTO1-203,MTO1-204,MTO1-205,MTO1-206,MTO1-207,MTO1-208,MTO1-209,MTO1-210,MTO1-211,MTO1-212,MTO1-213,MTO1-214,MTO1-215,MTO1-216,MTO1-217,MTO1-218,MTO1-219,MTO1_HUMAN,Mitochondrial tRNA translation optimization 1,NM_001123226,NM_001123226.1,NM_001123226.2,NM_012123,NM_012123.3,NM_012123.4,NM_133645,NM_133645.2,NM_133645.3,NP_001116698,NP_001116698.1,NP_036255,NP_036255.2,NP_598400,NP_598400.1,NX_Q9Y2Z2,OMIM:614667,OTTHUMG00000015032,Protein MTO1 homolog, mitochondrial,Q5SWL2,Q5SWL3,Q5SWL4,Q8NDN7,Q8WZ57,Q96FE6,Q9BS06,Q9Y2Z2,R-HSA-6787450,R-HSA-72306,R-HSA-8953854,UPI000002AE74,UPI000002AE75,UPI000012F816,UPI000020D1FF,UPI0000579B47,UPI0001638C5D,UPI0001639C21,UPI00018814BF,UPI0001E8F5E9,UPI0001E8F5EA,UPI0001E8F5EB,UPI0001E8F5EC,URS0000E994D8,URS0000E9F685,URS0000EB551C,mitochondrial tRNA translation optimization 1,uc003pgy.5,uc003pgz.5
N6AMT1	9606.ENSP00000303584	Methyltransferase N6AMT1; Methyltransferase that can methylate both proteins and DNA, and to a lower extent, arsenic. Catalytic subunit of a heterodimer with TRMT112, which catalyzes N5-methylation of Glu residue of proteins with a Gly- Gln-Xaa-Xaa-Xaa-Arg motif  (By similarity). Methylates ETF1 on 'Gln-185'; ETF1 needs to be complexed to ERF3 in its GTP-bound form to be efficiently methylated. Also acts as a N(6)-adenine-specific DNA methyltransferase by mediating methylation of DNA on the 6th position of adenine (N(6)- methyladenosine). N(6)-methyladenosine (m6A) DNA is significantly [...] 	https://smart.embl.de/smart/DDvec.cgi?smart=214:Pfam_PrmA(27|123)+	2.1.1.-,2.1.1.297,2.1.1.72,29104,6H1D,6H1E,6K0X,6KMR,6KMS,6PED,AAD38520.1,AAH11554.1,AF139682,AF227510,AK314100,AL163248,AMYH02037685,B2RA97,BAG36794.1,BC011554,C21orf127,CAB034133,CAB034135,CAB90428.1,CCDS33525,CCDS33525.1,CCDS33526,CCDS33526.1,CH471079,EAX09939.1,EAX09940.1,EAX09941.1,EC 2.1.1.297,EC 2.1.1.72,ENSG00000156239,ENSP00000286764,ENSP00000303584,ENSP00000436490,ENST00000286764,ENST00000303775,ENST00000303775.9,ENST00000351429,ENST00000351429.7,ENST00000460212,ENST00000460212.1,HEMK2,HGNC:16021,HPA059242,HemK methyltransferase family member 2,KC877845,KF457188,KF570251,KMT9,M.HsaHemK2P,MTQ2,Methylarsonite methyltransferase N6AMT1,Methyltransferase N6AMT1,N(6)-adenine-specific DNA methyltransferase 1,N-6 adenine-specific DNA methyltransferase 1,N6AMT,N6AMT1,N6AMT1-201,N6AMT1-202,N6AMT1-203,N6MT1_HUMAN,NM_013240,NM_013240.5,NM_013240.6,NM_182749,NM_182749.4,NP_037372,NP_037372.4,NP_877426,NP_877426.4,NR_047510,NR_047510.2,NX_Q9Y5N5,OMIM:614553,OTTHUMG00000078750,PRED28,PrmC,Protein N(5)-glutamine methyltransferase,Q96F73,Q9Y5N5,R-HSA-1430728,R-HSA-156580,R-HSA-156581,R-HSA-211859,R-HSA-392499,R-HSA-72764,R-HSA-72766,Release factor glutamine methyltransferase,UPI000003B020,UPI000006F6F1,XR_001754831,XR_001754831.2,chromosome 21 open reading frame 127,hsa:29104,m.HsaHemK2P,uc002ymo.3,uc002ymp.3
NARS2	9606.ENSP00000281038	Probable asparagine--tRNA ligase, mitochondrial; asparaginyl-tRNA synthetase 2, mitochondrial; Belongs to the class-II aminoacyl-tRNA synthetase family.	https://smart.embl.de/smart/DDvec.cgi?smart=477:Pfam_tRNA_anti-codon(44|118)+Pfam_tRNA-synt_2(135|472)+	6.1.1.22,79731,AAH07800.2,AP003086,AP003110,AsnRS,Asparaginyl-tRNA synthetase,Asparaginyl-tRNA synthetase 2, mitochondrial,BC007800,CCDS58164,CCDS58164.1,CCDS8261,CCDS8261.1,CH471076,DFNB94,E9PRK2,EAW75061.1,EC 6.1.1.22,ENSG00000137513,ENSP00000281038,ENSP00000432240,ENSP00000432635,ENSP00000433478,ENSP00000435298,ENSP00000436114,ENST00000281038,ENST00000281038.9,ENST00000525345,ENST00000525345.5,ENST00000526709,ENST00000526709.1,ENST00000528850,ENST00000528850.5,ENST00000529571,ENST00000529571.1,ENST00000529771,ENST00000529771.1,ENST00000529880,ENST00000529880.1,FLJ23441,G3V178,H0YE96,H0YEL9,HGNC:26274,HPA026793,KF455423,KF455424,KF511161,NARS2,NARS2-201,NARS2-202,NARS2-203,NARS2-204,NARS2-205,NARS2-206,NARS2-207,NM_001243251,NM_001243251.1,NM_024678,NM_024678.5,NM_024678.6,NP_001230180,NP_001230180.1,NP_078954,NP_078954.4,NX_Q96I59,OMIM:612803,OTTHUMG00000166702,Probable asparagine--tRNA ligase, mitochondrial,Q96I59,R-HSA-379724,R-HSA-379726,R-HSA-392499,R-HSA-72766,SLM5,SYNM_HUMAN,UPI0000061A42,UPI000006E1F4,UPI000036680B,UPI0001F7814E,UPI0001F7814F,UPI0001F78150,URS0000D6E73E,XM_011545253,XM_011545253.2,XM_017018302,XM_017018302.2,XM_017018303,XM_017018303.1,XM_017018304,XM_017018304.2,XP_011543555,XP_011543555.1,XP_016873791,XP_016873791.1,XP_016873792,XP_016873792.1,XP_016873793,XP_016873793.1,XR_001747963,XR_001747963.2,XR_001747964,XR_001747964.2,XR_001747965,XR_001747965.2,XR_001747966,XR_001747966.2,asnRS,asparaginyl-tRNA synthetase 2, mitochondrial,deafness, autosomal recessive 94,hsa:79731,uc001ozi.3
NDUFAF6	9606.ENSP00000379430	NADH dehydrogenase (ubiquinone) complex I, assembly factor 6; Involved in the assembly of mitochondrial NADH:ubiquinone oxidoreductase complex (complex I) at early stages. May play a role in the biogenesis of MT-ND1.	https://smart.embl.de/smart/DDvec.cgi?smart=333:Pfam_SQS_PSY(65|320)+	137682,A0A075B6P0,A8MT28,A8MWF0,AAH28166.1,AAS68536.1,AC018801,AC068189,AC087752,AK298631,AY444560,B4DQ45,BAG60807.1,BC028166,C8orf38,CCDS6266,CCDS6266.2,CCDS83307,CCDS83307.1,CH471060,E5RFN5,E5RGD6,E5RHX9,EAW91734.1,ENSG00000156170,ENSP00000286687,ENSP00000379417,ENSP00000379419,ENSP00000379422,ENSP00000379430,ENSP00000404060,ENSP00000428034,ENSP00000428410,ENSP00000428666,ENSP00000428788,ENSP00000429038,ENSP00000429585,ENSP00000430099,ENSP00000430230,ENSP00000430311,ENSP00000430991,ENSP00000444515,ENST00000286687,ENST00000396111,ENST00000396111.6,ENST00000396113,ENST00000396113.5,ENST00000396116,ENST00000396124,ENST00000396124.8,ENST00000454358,ENST00000454358.6,ENST00000517976,ENST00000517976.5,ENST00000518258,ENST00000518258.5,ENST00000518608,ENST00000518608.5,ENST00000519136,ENST00000519136.5,ENST00000519804,ENST00000519804.1,ENST00000520632,ENST00000520632.5,ENST00000520757,ENST00000520757.1,ENST00000521063,ENST00000521063.1,ENST00000521587,ENST00000521587.1,ENST00000521840,ENST00000521840.1,ENST00000522683,ENST00000522683.5,ENST00000523184,ENST00000523184.5,ENST00000523337,ENST00000523337.5,ENST00000523378,ENST00000523378.5,ENST00000542894,FRTS5,H0YB05,H0YB46,H0YBQ9,H0YBT9,H0YC61,H7C250,HGNC:28625,HPA047148,HPA050545,KF458801,MC1DN17,MGC40214,NDUF6_HUMAN,NDUFAF6,NDUFAF6-201,NDUFAF6-202,NDUFAF6-203,NDUFAF6-204,NDUFAF6-205,NDUFAF6-206,NDUFAF6-207,NDUFAF6-208,NDUFAF6-209,NDUFAF6-210,NDUFAF6-211,NDUFAF6-212,NDUFAF6-213,NDUFAF6-214,NDUFAF6-215,NDUFAF6-216,NDUFAF6-217,NDUFAF6-218,NM_001330582,NM_001330582.1,NM_001354514,NM_001354514.1,NM_001354515,NM_001354515.1,NM_001354516,NM_001354516.1,NM_001354517,NM_001354517.1,NM_001354518,NM_001354518.1,NM_001354519,NM_001354519.1,NM_001354521,NM_001354521.1,NM_001354522,NM_001354522.1,NM_001354524,NM_001354524.1,NM_001354525,NM_001354525.1,NM_001354527,NM_001354527.1,NM_001354528,NM_001354528.1,NM_001354529,NM_001354529.1,NM_001354530,NM_001354530.1,NM_001354531,NM_001354531.1,NM_001354532,NM_001354532.1,NM_001354533,NM_001354533.1,NM_001354534,NM_001354534.1,NM_152416,NM_152416.3,NM_152416.4,NP_001317511,NP_001317511.1,NP_001341443,NP_001341443.1,NP_001341444,NP_001341444.1,NP_001341445,NP_001341445.1,NP_001341446,NP_001341446.1,NP_001341447,NP_001341447.1,NP_001341448,NP_001341448.1,NP_001341450,NP_001341450.1,NP_001341451,NP_001341451.1,NP_001341453,NP_001341453.1,NP_001341454,NP_001341454.1,NP_001341456,NP_001341456.1,NP_001341457,NP_001341457.1,NP_001341458,NP_001341458.1,NP_001341459,NP_001341459.1,NP_001341460,NP_001341460.1,NP_001341461,NP_001341461.1,NP_001341462,NP_001341462.1,NP_001341463,NP_001341463.1,NP_689629,NP_689629.2,NR_148910,NR_148910.1,NR_148911,NR_148911.1,NR_148912,NR_148912.1,NR_148915,NR_148915.1,NX_Q330K2,OMIM:612392,OTTHUMG00000150173,Putative phytoene synthase,Q330K2,Q8N6U6,R-HSA-1428517,R-HSA-1430728,R-HSA-163200,R-HSA-611105,R-HSA-6799198,UPI00000726FA,UPI0000D4E6FA,UPI0000F0A5CF,UPI0001E8F1F3,UPI0001E8F1F4,UPI0001E8F1F6,UPI0001E8F1F7,UPI0001E8F1FB,UPI0001E8F1FC,UPI0001E8F1FD,UPI0001E8F1FE,UPI0003F48459,URS00008B5840,URS00008B5873,URS00008B99C2,URS00008BD7D1,URS0000EB28CB,XM_011516833.2,XM_011516834.2,XM_011516835.2,XM_011516836.2,XM_011516837.2,XM_011516838.2,XM_011516839.2,XM_011516840.2,XM_011516841.2,XM_011516842.2,XM_017013027.1,XM_017013028.1,XM_017013029.1,XM_017013030.1,XM_017013031.1,XM_017013032.1,XM_017013033.1,XP_011515135.1,XP_011515136.1,XP_011515137.1,XP_011515138.1,XP_011515139.1,XP_011515140.1,XP_011515141.1,XP_011515142.1,XP_011515143.1,XP_011515144.1,XP_016868516.1,XP_016868517.1,XP_016868518.1,XP_016868519.1,XP_016868520.1,XP_016868521.1,XP_016868522.1,chromosome 8 open reading frame 38,hsa:137682,uc003yhj.4
NFU1	9606.ENSP00000387219	NFU1 iron-sulfur cluster scaffold homolog, mitochondrial; Iron-sulfur cluster scaffold protein which can assemble [4Fe- 4S] clusters and deliver them to target proteins. Belongs to the NifU family.	https://smart.embl.de/smart/DDvec.cgi?smart=254:Nfu_N(61|148)+Pfam_NifU(173|239)+	27247,2LTM,2M5O,AAD27742.1,AAI13693.1,AAI13695.1,AAP92372.1,AAP92373.1,AAQ73784.1,AAY14828.1,AC114772,AF132967,AJ132584,AK300700,AK314004,AY286306,AY286307,AY335194,B4DUL9,BAG36716.1,BAG62381.1,BC113692,BC113694,C9J8Q1,CAB53015.1,CCDS33217,CCDS33217.1,CCDS42694,CCDS42694.1,CCDS46315,CCDS46315.1,CGI-33,CH471053,DB304061,EAW99849.1,EAW99850.1,ENSG00000169599,ENSP00000306965,ENSP00000377842,ENSP00000385744,ENSP00000387034,ENSP00000387219,ENSP00000393338,ENSP00000405495,ENSP00000415102,ENSP00000417693,ENSP00000418598,ENSP00000418882,ENST00000303698,ENST00000303698.7,ENST00000394305,ENST00000394305.5,ENST00000404290,ENST00000410022,ENST00000410022.6,ENST00000410060,ENST00000419370,ENST00000419370.5,ENST00000438184,ENST00000438184.2,ENST00000450796,ENST00000450796.6,ENST00000462320,ENST00000462320.5,ENST00000471185,ENST00000471185.5,ENST00000474230,ENST00000474230.5,ENST00000484177,ENST00000484177.5,F8W9P7,F8WAV1,F8WET4,H7C537,HGNC:16287,HIRA interacting protein 5,HIRA-interacting protein 5,HIRIP,HIRIP5,HPA035826,MMDS1,NFU1,NFU1 iron-sulfur cluster scaffold,NFU1-201,NFU1-202,NFU1-203,NFU1-204,NFU1-205,NFU1-206,NFU1-207,NFU1-208,NFU1-209,NFU1-210,NFU1_HUMAN,NIFUC,NM_001002755,NM_001002755.2,NM_001002755.3,NM_001002756,NM_001002756.2,NM_015700,NM_015700.3,NM_015700.4,NP_001002755,NP_001002755.1,NP_001002756,NP_001002756.1,NP_056515,NP_056515.2,NR_045631,NR_045631.2,NR_045632,NR_045632.2,NX_Q9UMS0,Nfu,NifU,OMIM:608100,OTTHUMG00000152668,Q53QE5,Q6VNZ8,Q7Z5B1,Q7Z5B2,Q9UMS0,Q9Y322,UPI00001B3DAF,UPI00001B3DB0,UPI00003FEC67,UPI0001881661,UPI0001881662,UPI0001B798A3,UPI0001B798A4,UPI0001B798A5,XM_017003808,XM_017003808.1,XM_017003808.2,XP_016859297,XP_016859297.1,hsa:27247,uc002sfj.4,uc002sfk.4
NGRN	9606.ENSP00000368389	Neugrin; Plays an essential role in mitochondrial ribosome biogenesis. As a component of a functional protein-RNA module, consisting of RCC1L, NGRN, RPUSD3, RPUSD4, TRUB2, FASTKD2 and 16S mitochondrial ribosomal RNA (16S mt-rRNA), controls 16S mt-rRNA abundance and is required for intra-mitochondrial translation of core subunits of the oxidative phosphorylation system.	https://smart.embl.de/smart/DDvec.cgi?smart=291:Pfam_Neugrin(73|291)+	51335,A0A087WWE0,AAF65447.1,AAG09725.1,AAH01682.1,AAH07222.1,AAH09389.1,AAH17192.1,AAH96824.1,AAL15437.1,AB029315,AC091167,AF225423,AF242770,AK312641,AL360142,AL834503,AY049780,B2R6M8,BAB21533.1,BAG35525.1,BC001682,BC007222,BC009389,BC017192,BC096824,BG719592,CAB96088.1,CAD39160.1,CCDS32329,CCDS32329.1,DSC92,ENSG00000182768,ENSP00000329695,ENSP00000345294,ENSP00000368389,ENSP00000368392,ENSP00000373423,ENSP00000480153,ENST00000331497,ENST00000331497.3,ENST00000339615,ENST00000379095,ENST00000379095.4,ENST00000379098,ENST00000388771,ENST00000411845,ENST00000411845.3,FI58G,HGNC:18077,HPA041367,HPA076267,HT020,Mesenchymal stem cell protein DSC92,NGRN,NGRN-201,NGRN-202,NGRN-203,NGRN_HUMAN,NM_001033088,NM_001033088.1,NM_001033088.2,NP_001028260,NP_001028260.2,NR_028052,NR_028052.1,NX_Q9NPE2,Neugrin,Neugrin, neurite outgrowth associated,Neurite outgrowth-associated protein,OMIM:616718,OTTHUMG00000149807,Q4V9L7,Q9HBL4,Q9NPE2,Spinal cord-derived protein FI58G,UPI00005B2F01,UPI00046209B7,hsa:51335,neugrin, neurite outgrowth associated,uc002bpf.2
NSUN4	9606.ENSP00000419740	5-methylcytosine rRNA methyltransferase NSUN4; Involved in mitochondrial ribosome assembly. 5-methylcytosine rRNA methyltransferase that probably is involved in mitochondrial ribosome small subunit (SSU) maturation by methylation of mitochondrial 12S rRNA; the function is independent of MTERFD2/MTERF4 and assembled mitochondrial ribosome large subunit (LSU). Targeted to LSU by MTERFD2/MTERF4 and probably is involved in a final step in ribosome biogenesis to ensure that SSU and LSU are assembled. In vitro can methylate 16S rRNA of the LSU; the methylation is enhanced by MTERFD/MTERF4; B [...] 	https://smart.embl.de/smart/DDvec.cgi?smart=384:Pfam_Methyltr_RsmB-F(166|352)+	2.1.1.-,387338,4FP9,4FZV,5-methylcytosine rRNA methyltransferase NSUN4,A0A087WT36,A0A087WUV3,A0A087X0V6,A8K6S6,AAH14441.1,AAH16907.1,AK021577,AK057420,AK128066,AK291741,AK295003,AL122001,B3KQ50,B4DHA4,BAB13847.1,BAC87258.1,BAF84430.1,BAG51912.1,BAG58065.1,BC014441,BC016907,CCDS534,CCDS534.1,CCDS57996,CCDS57996.1,CH471059,EAX06917.1,EC 2.1.1.-,ENSG00000117481,ENSP00000305430,ENSP00000326676,ENSP00000361034,ENSP00000419740,ENSP00000437758,ENSP00000438912,ENSP00000471937,ENSP00000477553,ENSP00000478740,ENSP00000478949,ENSP00000483680,ENST00000307089,ENST00000307089.7,ENST00000312997,ENST00000371966,ENST00000469918,ENST00000469918.5,ENST00000471871,ENST00000472157,ENST00000472157.1,ENST00000474844,ENST00000474844.5,ENST00000475281,ENST00000475281.1,ENST00000486270,ENST00000486270.5,ENST00000495427,ENST00000495427.1,ENST00000498008,ENST00000498008.5,ENST00000536062,ENST00000537428,ENST00000537428.2,HGNC:31802,HPA028489,M0R1K5,MGC22960,NM_001256127,NM_001256127.1,NM_001256127.2,NM_001256128,NM_001256128.1,NM_001256128.2,NM_199044,NM_199044.3,NOL1/NOP2/Sun domain family member 4,NOL1/NOP2/Sun domain family, member 4,NOP2/Sun RNA methyltransferase 4,NOP2/Sun RNA methyltransferase family member 4,NP_001243056,NP_001243056.1,NP_001243057,NP_001243057.1,NP_950245,NP_950245.2,NR_045789,NR_045789.1,NR_045790,NR_045790.1,NR_045791,NR_045791.1,NSUN4,NSUN4-201,NSUN4-202,NSUN4-203,NSUN4-204,NSUN4-205,NSUN4-206,NSUN4-207,NSUN4-208,NSUN4-209,NSUN4_HUMAN,NX_Q96CB9,OMIM:615394,OTTHUMG00000007808,Q5TDF7,Q6ZRQ1,Q96AN8,Q96CB9,Q9HAJ8,R-HSA-6793080,R-HSA-72312,R-HSA-8868766,R-HSA-8953854,SHTAP,UPI000013EBC5,UPI00001C0F3D,UPI0000E05448,UPI0002A4750D,UPI0004620A4C,UPI0004620A4D,UPI0004620A5E,URS00008BCD6A,URS0000EC075B,hsa:387338,sperm head and tail associated protein,uc001cpr.3
OXSM	9606.ENSP00000280701	3-oxoacyl-[acyl-carrier-protein] synthase, mitochondrial; May play a role in the biosynthesis of lipoic acid as well as longer chain fatty acids required for optimal mitochondrial function. Belongs to the thiolase-like superfamily. Beta-ketoacyl-ACP synthases family.	https://smart.embl.de/smart/DDvec.cgi?smart=459:Pfam_ketoacyl-synt(41|291)+Pfam_Ketoacyl-synt_C(299|414)+	2.3.1.179,2.3.1.41,2C9H,2IWY,2IWZ,3-oxoacyl-ACP synthase, mitochondrial,3-oxoacyl-[acyl-carrier-protein] synthase II,54995,A0A024R2Q9,AAH08202.1,AC092798,AK000611,AK225260,BAA91286.1,BC008202,Beta-ketoacyl-ACP synthase,C9J2G3,C9JQQ2,CCDS2643,CCDS2643.1,CCDS46780,CCDS46780.1,CEM1,CH471055,EAW64368.1,EAW64369.1,EC 2.3.1.179,EC 2.3.1.41,ENSG00000151093,ENSP00000280701,ENSP00000392334,ENSP00000404115,ENSP00000409817,ENSP00000410218,ENSP00000411303,ENSP00000487031,ENST00000280701,ENST00000280701.7,ENST00000420173,ENST00000420173.2,ENST00000428266,ENST00000428266.1,ENST00000448177,ENST00000448177.1,ENST00000449808,ENST00000449808.1,ENST00000452098,ENST00000452098.1,ENST00000460195,ENST00000460195.1,ENST00000464688,ENST00000464688.1,ENST00000626005,ENST00000626005.1,F8VNS3,FASN2D,FLJ20604,HGNC:26063,HPA021293,HPA021300,HPA021337,KASI,KS,NM_001145391,NM_001145391.1,NM_017897,NM_017897.2,NM_017897.3,NP_001138863,NP_001138863.1,NP_060367,NP_060367.1,NR_026937,NR_026937.1,NX_Q9NWU1,OMIM:610324,OTTHUMG00000130477,OXSM,OXSM-201,OXSM-202,OXSM-203,OXSM-204,OXSM-205,OXSM-206,OXSM-207,OXSM-208,OXSM-209,OXSM_HUMAN,Q9NWU1,UPI000004713F,UPI0000E081FB,UPI0000E5A526,UPI000198CA31,UPI000198CA32,URS00008B67FD,URS00008BDBD1,XM_006713216,XM_006713216.3,XM_006713216.4,XM_006713217,XM_006713217.4,XM_017006713.1,XM_017006714,XM_017006714.2,XP_006713279,XP_006713279.1,XP_006713280,XP_006713280.1,XP_016862202.1,XP_016862203,XP_016862203.1,beta-ketoacyl synthase,hsa:54995,uc003cdn.4
PDSS2	9606.ENSP00000358033	Decaprenyl-diphosphate synthase subunit 2; Supplies decaprenyl diphosphate, the precursor for the side chain of the isoprenoid quinones ubiquinone-10.	https://smart.embl.de/smart/DDvec.cgi?smart=399:Pfam_polyprenyl_synt(106|322)+	2.5.1.91,57107,AAF97788.1,AAH29491.1,AAH39906.1,AB210839,AF254956,AL121957,AL355586,AL590489,AL591516,BAE48217.1,BC029491,BC039906,C6orf210,CCDS5059,CCDS5059.1,COQ10D3,COQ1B,Candidate tumor suppressor protein,DLP1,DLP1_HUMAN,Decaprenyl diphosphate synthase subunit 2,Decaprenyl pyrophosphate synthase subunit 2,Decaprenyl-diphosphate synthase subunit 2,EC 2.5.1.91,ENSG00000164494,ENSP00000296990,ENSP00000358027,ENSP00000358028,ENSP00000358029,ENSP00000358033,ENSP00000392613,ENSP00000399691,ENST00000296990,ENST00000369031,ENST00000369031.4,ENST00000369032,ENST00000369033,ENST00000369037,ENST00000369037.8,ENST00000449027,ENST00000449027.1,ENST00000453874,HGNC:23041,HPA029685,HPA029686,NM_020381,NM_020381.3,NM_020381.4,NP_065114,NP_065114.3,NX_Q86YH6,OMIM:610564,OTTHUMG00000059359,PDSS2,PDSS2-201,PDSS2-202,PDSS2-203,Q33DR4,Q4G158,Q5JRD6,Q5VU38,Q5VU39,Q86YH6,Q9NR58,R-HSA-1430728,R-HSA-196854,R-HSA-2142789,R-HSA-8978934,UPI000013E3B4,UPI000020E031,UPI00004A2E06,URS0000EBC60B,XM_011535956,XM_011535956.3,XM_011535957,XM_011535957.3,XM_011535958,XM_011535958.3,XM_011535959,XM_011535959.3,XM_011535960,XM_011535960.3,XM_011535961,XM_011535961.3,XM_011535962,XM_011535962.2,XM_011535963,XM_011535963.2,XM_011535963.3,XM_017011082,XM_017011082.2,XP_011534258,XP_011534258.1,XP_011534259,XP_011534259.1,XP_011534260,XP_011534260.1,XP_011534261,XP_011534261.1,XP_011534262,XP_011534262.1,XP_011534263,XP_011534263.1,XP_011534264,XP_011534264.1,XP_011534265,XP_011534265.1,XP_016866571,XP_016866571.1,bA59I9.3,chromosome 6 open reading frame 210,decaprenyl diphosphate synthase subunit 2,hDLP1,hsa:57107,uc003prt.3
